violent_pos_idx,violent_video,violent_label,violent_text,closest_nonviolent_pos_idx,closest_nonviolent_video,closest_nonviolent_text,similarity
389,Robbery055_x264,Robbery,"The people on the right got under a glass table. A man in white was gesturing with someone across the table, and then the man also got through the table. People rushed to the left. A man threatens another person with a gun. People left, leaving only ...",466,Shoplifting019_x264,"A man wearing two hats suddenly took away a box of things on the counter and ran out; a man with a white beard at the counter immediately went to grab it, but didn't get it. The man wearing two hats ran out; taking advantage of the chaos, the man wea...",0.3815087080001831
339,Robbery005_x264,Robbery,A man in a blue hoodie suddenly ran into the counter and pointed a gun at the man in red. The man in red walked to the cashier and operated The man in blue raised a gun from time to time to threaten the man in red. The man in red kept handing money t...,454,Shoplifting006_x264,"A woman picked up a large bottle of water, put it down after drinking it, and sat next to it. The man in the blue hat stood up, took the salesman's necklace and started trying it on, glancing at the camera from time to time. A child and three women c...",0.380173921585083
417,Robbery083_x264,Robbery,A man took off his backpack while entering the store. Another man is hovering next to him with a stick. The man with the stick approached the man with the backpack. The man with the stick took a few bottles and left...,474,Shoplifting028_x264,"A man and a woman were looking at the products in the middle of the supermarket shelves, and then the man took something from the corner shelf The man looked at the thing in his hand and then put it down; The woman reached out and took something and ...",0.3792281150817871
9,Abuse010_x264,Abuse,"There are two silver cars driving opposite each other on the road and passing each other. Two puppies ran onto the road, one dog ran across the road, and the other dog was pinned down by a car. The car didn't know it and drove away without stopping. ...",294,RoadAccidents068_x264,"People walking on the road A child was knocked down and crushed by a white car. People walked over and picked up the child. After a blue battery car arrived, people came to the child People put children in cars...",0.3782762885093689
148,Burglary028_x264,Burglary,"Three men stood in front of the window, acting sneaky A man squatted down and looked ahead The squatting man stood up Three men stood in front of the window and said something A man stood in front of the window and came to the camera again Go to the ...",504,Stealing027_x264,Two men in black walked into a car. A man in black with a hat pushed his hat back as he approached the car. Then the man in black in front took out something and started to pry open the car window. The man in black in front looks in the direction of ...,0.37802553176879883
440,Shooting023_x264,Shooting,"A group of people gathered together, walking back and forth Someone shot in the crowd, and the rest fled in panic...",306,RoadAccidents080_x264,"A white car rushed into a shop on the roadside, smashing the glass of the shop. View from inside the store, a car rushed in, smashed the glass of the room, and there was a fire on the front of the car. Everyone ran to check the car that rushed into t...",0.37777647376060486
398,Robbery064_x264,Robbery,"A woman is standing and playing in the corner. A child ran to the woman. A man broke the glass door and got into the store, lying on the ground. A man outside the door raised a gun and shot The man entered the house and shot the man lying on the grou...",78,Arson001_x264,The door of a white car parked in front of the house opened A woman got off the car from the back door and walked to the door of the house next to her. The woman smashed the door of the house with an ax and then went back into the car and closed the ...,0.3773582875728607
342,Robbery008_x264,Robbery,There are two men in hoodies looking around A man in white left for a while and returned The man in white communicates with the man in black Suddenly the two began to fight for things The man in white was suddenly hit on the back of the head from the...,538,Stealing069_x264,The man in the hoodie walked to the white car and looked inside the white car. The man in the hoodie walked to the black car and looked inside the black car. The man in the hoodie leaves...,0.3766588270664215
185,Explosion001_x264,Explosion,"After a burst of light, dust, soil and rocks were waiting in the air....",330,RoadAccidents104_x264,"A green car drove diagonally onto the road, knocked down a tree, and raised a lot of dust The dust slowly dispersed and the picture became clear A woman in white passes by on the road A brown car passed by A woman in white passes by...",0.3751283288002014
147,Burglary027_x264,Burglary,A car broke into the mobile phone store. Two tables were knocked over by a car The phone fell to the ground and broke into pieces A man got out of the car The man took the mobile phone and iPad and put them into the bag. The car drove forward a few m...,568,Vandalism023_x264,"At the end of the road, a person crosses the road and walks along the sidewalk in the direction of the camera. A person is walking on the sidewalk in the direction of the camera The man wearing clothes and hats walked along the sidewalk, and kept tur...",0.3746924102306366
15,Abuse016_x264,Abuse,"A yellow dog ran from the yard to the gate, and lay with its legs on the gate looking out; there was another dog looking at it in the yard; outside the gate A van drove by and a man got out. The big yellow dog lying on the gate ran towards the corner...",494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.3743480145931244
215,Fighting025_x264,Fighting,A man in a black vest and another man in white short-sleeves had a dispute at the foot of the steps A man retreated and then moved forward to continue talking. The man in white short-sleeved shirt took off his shirt and then a crowd of people swarmed...,556,Vandalism011_x264,"Three people were walking on the street. One of them was walking while looking at his mobile phone, and the other was running across the street. A man in black pants pushed three trash cans placed consecutively on the roadside to the ground. Man in b...",0.37409329414367676
394,Robbery060_x264,Robbery,Three men pointed guns at the person behind the counter.  Several people threatened the man to enter the password to open the cash register.  Several men took out bags and robbed the money in the cash register. A robber stepped forward to check the s...,555,Vandalism010_x264,"A bearded cashier wearing a black shirt took out a package of goods, scanned the barcode and handed it to a bald man wearing sunglasses and a blue shirt. The bald man in a blue shirt Putting cigarette in jacket breast pocket while cashier gives chang...",0.37324151396751404
379,Robbery045_x264,Robbery,A man and a woman are kissing A man on the left was threatened by a man in black and raised his hands Man in black with hat takes money from the cashier The man with the gun took out the money and left the camera The man at the counter packed up the ...,494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.3725360631942749
24,Abuse025_x264,Abuse,There was a woman wearing white and blue stripes and a purple hat. She held a curling iron and asked a little boy wearing purple clothes to kneel on the ground. She used the curling iron to perm the little boy. The little boy hid aside The little boy...,751,Normal_Videos069_x264,"A young woman wearing blue short-sleeved black sweatpants came towards us, first looked to the left, then to the right, and then approached the table on the right A woman wearing blue short sleeves is leaning over the table A black shadow crossed fro...",0.3689481317996979
346,Robbery012_x264,Robbery,A black-haired man wearing a red shirt sat next to the cash register with his head bowed. The black-haired man in the red shirt looked up into the distance A man wearing a white bandana and a black coat walked into the checkout counter with a gun.  U...,555,Vandalism010_x264,"A bearded cashier wearing a black shirt took out a package of goods, scanned the barcode and handed it to a bald man wearing sunglasses and a blue shirt. The bald man in a blue shirt Putting cigarette in jacket breast pocket while cashier gives chang...",0.36859047412872314
386,Robbery052_x264,Robbery,"Two men ran into the store in small steps. The two men quickly left with the stolen items. Two men opened the door and entered the supermarket. A man walked out with a long object in his hand, followed by another man. A man entered the supermarket wi...",465,Shoplifting018_x264,"A woman and a man were walking in the middle of the supermarket shelves. The woman stopped aside and took a few bags of things and dumped them on the opposite shelf. The man turned, followed by a child The woman put the few bags of things she had tak...",0.3685639202594757
128,Burglary008_x264,Burglary,"Two men were standing next to the glass door of the shop. A man opened the door Another man ran into the shop dragging a rope The car started and ran out while pulling the rope, but the rope broke midway. The rope tripped a red chair The car is retur...",548,Vandalism003_x264,"Two people running on the sidewalk. The person walking in front threw an object upward and caught it One of the people pointed to the white electric car parked on the roadside and tried to push it, but failed. One of the people observed the direction...",0.3678324818611145
158,Burglary038_x264,Burglary,A man in white climbed into the room from the small kitchen window. Another man in black climbed into the room through the small kitchen window. The man in white looked at the table in the middle A man in a white T-shirt flipped through the white sho...,613,Normal_Videos_251_x264,A black man and an Asian man entered the house one after another An old man in white clothes passed by the door...,0.3675701320171356
411,Robbery077_x264,Robbery,"A man walked past the man behind the counter with a gun pointed at him. The man walked back to the counter, pointed the gun at the man behind the counter, and smashed the cashier with the gun. The man behind the counter picked up the phone, but put i...",468,Shoplifting021_x264,"In a store, a male boss took an earring from a box and showed it to a woman The man puts on the earrings for the woman  The woman was satisfied and exposed the ear with the earring for the man to see. The woman then looked at the mirror aside, The wo...",0.3675244152545929
367,Robbery033_x264,Robbery,A man in gray clothes entered the store with a gun The man at the counter left the camera and walked towards the cash register The man at the counter took out a wad of bills and handed them out The man with the gun checked the magazine The man with t...,966,Normal_Videos313_x264,"A lady in gray clothes and a fur coat walked into the store A man wearing glasses, blue shirt and jeans came from the right The clerk in red came over to get something, opened the cash register and gave money to another lady. After the lady in red cl...",0.36695754528045654
369,Robbery035_x264,Robbery,One person is sitting at the table and the other person is communicating and observing in front of the counter A woman wearing a black and white striped shirt walked to the table and put her hand on it The man in the green and white striped shirt loo...,553,Vandalism008_x264,"A man in blue clothes, gray pants and black shoes walked up to a man in white who was leaning on the railing. There are five people standing next to you on the street The man in blue walked to the man in white while shaking his body. Three of the fiv...",0.3661854565143585
412,Robbery078_x264,Robbery,"A man entered the store with a gun and pointed the gun at the man behind the counter. The man behind the counter reached for the gun but failed. Man with gun leaves the store The man with the gun walked away, and the man behind the counter opened the...",494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.3657078742980957
179,Burglary059_x264,Burglary,An African-American man wearing a black hoodie came to a narrow and crowded aisle. The man took a key from the top of a white microwave oven placed on the table opposite the door. The man turned around and opened the door opposite. The man finally su...,613,Normal_Videos_251_x264,A black man and an Asian man entered the house one after another An old man in white clothes passed by the door...,0.36540141701698303
30,Abuse031_x264,Abuse,There is a red car on the roadside. A middle-aged man wearing a blue shirt and black pants got out of the car. A middle-aged man wearing a blue shirt and black pants picked up a white trousers from the car and walked towards the gate. The middle-aged...,558,Vandalism013_x264,"A man in a gray shirt, a yellow shirt and a blue shirt walked towards the roadside where a Christmas tree and a red object were surrounded by red railings Men in yellow shirts and gray shirts push red objects with their hands The man in the yellow sh...",0.3652215003967285
439,Shooting022_x264,Shooting,"A man in red clothes and red hat stands in the room, looking down at his mobile phone from time to time There are two rows of benches in the room, with four people sitting on the front bench. The man in red walked to the second row of benches and sat...",720,Normal_Videos026_x264,"In a back kitchen, a man wearing a red shirt and a black vest left the room, and then a man wearing white short sleeves also left the room. A woman wearing white short-sleeves and a red hat walked in. The woman walked to the sink to wash her hands. T...",0.3643002510070801
403,Robbery069_x264,Robbery,Three robbers walked to the counter. The robber threatened the person behind the counter with a gun. Three robbers left...,528,Stealing058_x264,A masked man picked the lock in front of the door and gestured to the back Three masked men gathered in front of the car door to pick the lock from the entry shot A man wearing a hat smashed the window and got into the car The remaining masked men en...,0.36387524008750916
202,Fighting012_x264,Fighting,"Two men went out to fight, and one man was knocked to the ground A man in blue went out to observe and then the man in white left the left side of the screen...",554,Vandalism009_x264,A shirtless man wearing jeans walked to the middle of the road and pointed behind him The bare-chested man wearing jeans took a slight approach and kicked the luminous object on the right. Another shirtless man wearing jeans ran out and punched the o...,0.36365941166877747
443,Shooting026_x264,Shooting,"A man in a white shirt walked up from the bottom of the road The man in the white shirt turned around and raised his gun, took two steps forward and then fired. The man in the white shirt walked to the left side of the road, turning back and shooting...",1034,Normal_Videos388_x264,"There are cars passing by on a road from time to time, and there is a sidewalk on the side of the road. A woman in white clothes walked by on the left side of the road The woman crossed the road to the other side. A man in white clothes and a hat was...",0.36334675550460815
150,Burglary030_x264,Burglary,The three of them entered the room and searched everywhere. A person enters a room directly A person first walked to the right and looked around before entering the room A person finally walks towards a room...,640,Normal_Videos_717_x264,A woman in black walked through the center of the hall...,0.3633432984352112
405,Robbery071_x264,Robbery,"A man came over, exchanged something with the man behind the counter, and then put something on the table. While the man behind the counter was not paying attention, the man took out a gun and threatened the man at the counter. The man threatened the...",468,Shoplifting021_x264,"In a store, a male boss took an earring from a box and showed it to a woman The man puts on the earrings for the woman  The woman was satisfied and exposed the ear with the earring for the man to see. The woman then looked at the mirror aside, The wo...",0.36193493008613586
347,Robbery013_x264,Robbery,A man in black wearing a hat and holding a gun walked from the right to the left of the screen in front of the cashier. The man in black returns to the camera The man in black with a gun walked into the cashier. The man in black with a gun guided the...,1064,Normal_Videos420_x264,"There is a large black table in a room, and a man in a blue and gray shirt is counting money. The man unfolded the banknotes in his hand and put them on the table and then picked them up again The man picked up the folded banknotes on the table, unfo...",0.36192649602890015
382,Robbery048_x264,Robbery,A man is looking at the closed glass door at the door A hijacked man and the robber rushed towards the glass door The red and white striped man blocked the door to prevent the two men from entering. The kidnapped man was pulled away by the robbers Th...,454,Shoplifting006_x264,"A woman picked up a large bottle of water, put it down after drinking it, and sat next to it. The man in the blue hat stood up, took the salesman's necklace and started trying it on, glancing at the camera from time to time. A child and three women c...",0.3619137406349182
97,Assault002_x264,Assault,"More than a dozen dark-skinned men filed into an office.  The men came to the innermost desk, gathered around the desk, and had a conflict with a man behind the desk. More men poured into the office and came to the desk inside. Some people held up ch...",494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.36085259914398193
362,Robbery028_x264,Robbery," Walked in from the door, one black and one white, two men wearing masks. Among them, the man in white raised a gun and said something to the people at the counter. The two looked at the door from time to time The man in black was wandering around th...",494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.3604755997657776
177,Burglary057_x264,Burglary," An African-American man wearing a green T-shirt, a white scarf wrapped around his head, and a white cloth covering his face stood in a hut with an ATM machine. The man opened the door, Another African-American man wearing a white shirt, a red scarf ...",555,Vandalism010_x264,"A bearded cashier wearing a black shirt took out a package of goods, scanned the barcode and handed it to a bald man wearing sunglasses and a blue shirt. The bald man in a blue shirt Putting cigarette in jacket breast pocket while cashier gives chang...",0.3585105240345001
406,Robbery072_x264,Robbery,"A man walks forward with a bag on his back. A motorcycle drove next to him and stopped. A man got out of the car and walked up to the man to steal his bag and mobile phone, and finally ordered the man to squat in the corner. The man who was robbed st...",486,Stealing009_x264,"A man in black walked from the road to a black motorcycle parked in the yard with one hand in his pocket and the other holding a phone, and then leaned on the motorcycle The man in black sat on the motorcycle and stroked the head of the motorcycle wi...",0.3574022650718689
220,Fighting030_x264,Fighting, Several people were communicating on the right side  Several people left after the exchange A man fell to the ground and got up to fight with another man One person fell to the ground and three people ran away A woman came to check the situation...,686,Normal_Videos_898_x264,Two people are talking The woman in red got up and walked out The man in green got up and walked out Many people walking and stopping in the corridor...,0.35671496391296387
391,Robbery057_x264,Robbery,A man entered the store with a gun and threatened people in the small room inside the store. The man walked to the door of the cabin and his accomplice followed him. A customer entered the store and found that something was wrong and left. Two gangst...,553,Vandalism008_x264,"A man in blue clothes, gray pants and black shoes walked up to a man in white who was leaning on the railing. There are five people standing next to you on the street The man in blue walked to the man in white while shaking his body. Three of the fiv...",0.356289267539978
390,Robbery056_x264,Robbery,Three men broke in and suppressed the security guard with guns. Three men suppressed the security guard and forced him into a corner. A man held a gun to watch the security guard. The security guard walked out and lay down. The man robbed the securit...,528,Stealing058_x264,A masked man picked the lock in front of the door and gestured to the back Three masked men gathered in front of the car door to pick the lock from the entry shot A man wearing a hat smashed the window and got into the car The remaining masked men en...,0.35583752393722534
167,Burglary047_x264,Burglary,"A man punched the glass door of his office and finally opened it. Two men broke into the office. One was wearing a horizontal striped T-shirt and a white hat, and the other was wearing a light-colored hooded jacket, jeans, and glasses. The two came t...",1028,Normal_Videos382_x264,"A man in white walked from the far right to the far left and pressed a button on the wall 2 men walked from the back to the front, rummaging around on the cabinet. A man in orange clothes stepped forward and handed a white envelope to a man in gray c...",0.3550219237804413
359,Robbery025_x264,Robbery,A man wearing a turban and holding a long gun walked into the house and tried to shoot the boss at the counter. The boss stood up and stopped. The counter owner snatched the gun back The three people who ran from the house hugged the man with the tur...,494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.3542732000350952
155,Burglary035_x264,Burglary,A man wearing a white hoodie and white shorts squatted by the side wall and tried to open the window. The man lay on the window and looked into the room. Finally he opened the window and climbed into the room through the window. A man in a light-colo...,538,Stealing069_x264,The man in the hoodie walked to the white car and looked inside the white car. The man in the hoodie walked to the black car and looked inside the black car. The man in the hoodie leaves...,0.35349440574645996
44,Arrest009_x264,Arrest,The doorman tried to intercept a black man The black man pointed and forced the guard away and entered the door A man in a yellow shirt crosses the road A white car drove up and stopped the man in yellow. The car stopped and 2 police officers got out...,556,Vandalism011_x264,"Three people were walking on the street. One of them was walking while looking at his mobile phone, and the other was running across the street. A man in black pants pushed three trash cans placed consecutively on the roadside to the ground. Man in b...",0.35307979583740234
134,Burglary014_x264,Burglary,The rear of a car was close to the door and drove forward for a distance. The car quickly backed up and hit the door The rear of the car was close to the door and drove forward for a distance. The car quickly backed up and hit the door The rear of th...,522,Stealing051_x264,A white car drove up the road and stopped next to the black car  Two men got out of the car and walked towards the black vehicle parked on the roadside and started to open the door. The man successfully opened the car door and triggered the vehicle's...,0.3512991666793823
447,Shooting030_x264,Shooting,There are four people working in their own positions in the room A man wearing black pants came in. He said a few words to the man on the chair to his right and then left. A man carrying a schoolbag and wearing black short-sleeves walked into the roo...,91,Arson015_x264," Three people wearing hoods came from the stairs to a door. There was a layer of railings in front of the door. A man kept hitting the door lock with an ax, but he didn't open it.  Two more people with hoods came up from the stairs, one carrying a la...",0.35112953186035156
419,Shooting001_x264,Shooting,"There are several people standing at the bar and several people squatting under the bar. A man in white clothes ran across the room A man in white clothes walked into the room, holding a black pistol in his hand Man in white clothes shoots The shooti...",563,Vandalism018_x264,"A man in white walked into the store from the door, and a glass door in the store opened Many people rushed into the store Many people running in the store Many people ran in the opposite direction in the store, and many goods were knocked to the gro...",0.3469689190387726
396,Robbery062_x264,Robbery,"A man with a gun entered the house and pointed at the people inside, followed by a man in yellow. One man threatened to rob with a gun, while another man wandered around and patrolled. Two men snatched several people’s bags, and the gunman closed the...",525,Stealing054_x264,"A car came and stopped at the gas station The driver left the car and went straight to the sales desk Two people walked towards the road and quickly entered the vehicle to look for items. The previous driver rushed over, grabbed the trash can, and th...",0.34662291407585144
223,Fighting033_x264,Fighting,A couple passes by two men A man in blue against the wall greets the couple The couple stopped and looked back to observe The man in blue walked into the aisle while provoking The man in the couple walked towards the man in blue and knocked him down ...,554,Vandalism009_x264,A shirtless man wearing jeans walked to the middle of the road and pointed behind him The bare-chested man wearing jeans took a slight approach and kicked the luminous object on the right. Another shirtless man wearing jeans ran out and punched the o...,0.3458189070224762
133,Burglary013_x264,Burglary, Three men wearing blue coats and blue woolen hats entered a room with two cash machines with tools in hand. A person has been holding the door with his body 3 people opened the cabinet door under the cash machine on the left. 3 people opened the cov...,494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.34509173035621643
401,Robbery067_x264,Robbery,"A woman was behind the counter and a man wandered into the store. The woman stood up. The man wandered over to the woman, put something into his pocket, and then gave the woman a backhand punch. The woman was knocked to the ground, and the man ran be...",468,Shoplifting021_x264,"In a store, a male boss took an earring from a box and showed it to a woman The man puts on the earrings for the woman  The woman was satisfied and exposed the ear with the earring for the man to see. The woman then looked at the mirror aside, The wo...",0.34369412064552307
402,Robbery068_x264,Robbery,"A man in black walked to the shelf. The glass door opened, and the man in plaid shirt walked to the glass door. A mop stretched out from the room to prevent the man from approaching. The man fought with the mop with a knife, then gave up and walked a...",554,Vandalism009_x264,A shirtless man wearing jeans walked to the middle of the road and pointed behind him The bare-chested man wearing jeans took a slight approach and kicked the luminous object on the right. Another shirtless man wearing jeans ran out and punched the o...,0.34309327602386475
224,Fighting034_x264,Fighting,A bus leaves The two people got out of the car A person opens the rearview mirror The two left next to the car The driver in white clothes got out of the car and straightened the rearview mirror The driver gets in the car The two men twisted the rear...,518,Stealing047_x264,A man in white clothes walked past a white car and walked into a building The man put the black cloth in his hand on the rearview mirror of the white car and started to press it The man removed the rearview mirror and ran away...,0.3419390022754669
126,Burglary006_x264,Burglary,A man in white climbed into the room from the door The man crawled and looked around The man is rummaging around for something. The man stood up The man is rummaging around for something. The man glanced towards the door The man was holding a pile of...,703,Normal_Videos_923_x264,There is a man looking for something nearby...,0.3412525951862335
199,Fighting009_x264,Fighting,"A few people jumped and danced, and a row of people on the right drank and chatted. A man in a shirt continues to provoke another man A man in a shirt walked to the center of the screen and shook another man, causing him to fall. Another man pushed t...",575,Vandalism030_x264,"Two people wearing down jackets ran from the road to the sidewalk. The person running in front kicked the black trash can placed on the roadside, and then the person running behind grabbed the person in front. After a few pushes, they started pushing...",0.34049925208091736
227,Fighting037_x264,Fighting,A car stopped at the door The co-pilot man got out of the car The co-pilot man walked away while talking to a man The main driver gets out of the car The man walked up to the main driver and communicated with him The man walked around the car and wal...,236,RoadAccidents008_x264,A white car hit a gray car parked on the roadside A woman in white clothes in the front seat of a gray car was hit and hung on the window A man in white clothes climbed out of the rear window of a gray car The man climbed out and took down the woman ...,0.3394032120704651
125,Burglary005_x264,Burglary,An African-American man wearing a white T-shirt came to a glass door with a mobile phone The African-American man’s right hand keeps knocking on the door. The man took out his mobile phone and started making calls. The man knocked on the door from ti...,481,Stealing003_x264,"A man in black walked into a parking lot with many cars parked, and then walked behind a black car. Another man lingers at the silver vehicle at the entrance to the parking lot The man in black walked to the black car, opened the door, sat in, and th...",0.3392181098461151
117,Assault023_x264,Assault,Four men stood on the roadside talking. Suddenly a man knocked down another man....,554,Vandalism009_x264,A shirtless man wearing jeans walked to the middle of the road and pointed behind him The bare-chested man wearing jeans took a slight approach and kicked the luminous object on the right. Another shirtless man wearing jeans ran out and punched the o...,0.33721187710762024
350,Robbery016_x264,Robbery,"A man wearing a helmet walked into the supermarket, and the man in the pink helmet stood in front of the counter. The man in the yellow helmet is behind him. The man in the yellow helmet left the counter. Two clerks wearing green shirts seemed to be ...",478,Shoplifting032_x264,"In a helmet store, two men came in and looked at the helmets one after another. They walked through the products in the middle and walked to some helmets. The man wearing sunglasses turned and walked towards the helmet next to him, and the man wearin...",0.3370664417743683
127,Burglary007_x264,Burglary,"Two men stood in front of the shop, A white truck backed up and parked next to the glass door of the store. A man pried open the glass door A man tied up a cash machine with a rope The car starts and drags the cash machine away The two men also fled ...",518,Stealing047_x264,A man in white clothes walked past a white car and walked into a building The man put the black cloth in his hand on the rearview mirror of the white car and started to press it The man removed the rearview mirror and ran away...,0.33598828315734863
435,Shooting018_x264,Shooting,The man in white walked away carrying something A hooded man walks in A man pulled out a gun and shot at a hooded man Hooded man lying on the ground The man in green looks at the person lying on the ground...,538,Stealing069_x264,The man in the hoodie walked to the white car and looked inside the white car. The man in the hoodie walked to the black car and looked inside the black car. The man in the hoodie leaves...,0.3327527940273285
446,Shooting029_x264,Shooting,"At night, a car with a white body drove into the parking space A man wearing a hat and a plaid shirt walked to the yellow line and directed the car coming in front. A person got out of the car A man pointed a gun at the person in front of the white c...",503,Stealing026_x264,"A person with his face completely covered took something from his jacket pocket while approaching a white car, and then pried open the back door of the white car The masked man broke the rear window of the white car with his elbow, then reached in an...",0.3295935392379761
32,Abuse033_x264,Abuse,There are two people in a smaller room. One is a nanny wearing a yellow and purple gown. She is fatter and has darker skin. The other is wearing a pink vest and white The old woman in trousers had pale hair and was older. She was standing beside the ...,494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.3289296627044678
434,Shooting017_x264,Shooting,A man in white sits down A man in white came to pack things There was a gunshot Everyone lies on the ground...,643,Normal_Videos_745_x264,Five men bowling A man in white sat down in the rest area...,0.3226926326751709
129,Burglary009_x264,Burglary,The two broke into the shop from outside the door and moved the freezer next to the window The two of them moved the freezer by the window Another man in black ran in from outside the door. Work with two people to move the furniture and items next to...,560,Vandalism015_x264,"A man in black clothes and a black hat walked to the door of a store with something in his hand. The door of the store was covered with glass. The man in the black hat looked towards the store for a while, then continued to walk along the sidewalk wh...",0.32193830609321594
375,Robbery041_x264,Robbery,A man entered with a gun and held a man hostage and walked to the cabinet. Another man with short hair enters The man with the short hair tidies up the cabinet The man who was robbed was threatened and lay on the ground The man with the short hair is...,494,Stealing017_x264,"A bald man in green clothes hugged a woman in purple clothes, and then the bald man kissed the woman in purple clothes The two people walked to the front of the black Audi car. The woman in purple pointed in the direction of the camera. A white car s...",0.3202785849571228
388,Robbery054_x264,Robbery,Several thugs entered the store and ordered a female clerk to get goods for him. The thug took the key handed over by another clerk. The man walked to the female clerk in white and opened the drawer The gangster leaves...,467,Shoplifting020_x264,"The picture shows a shop. The boss is a long-haired woman wearing a pink T-shirt and a white skirt. There are two customers in the shop who are buying things. A customer wearing an orange top walked into the store to buy something, so the number of c...",0.3167237639427185
196,Fighting006_x264,Fighting,A man in white and a woman in black sit in the center of the screen A man in black goes straight to the man in white in the middle of the screen The two of them struggled to the ground The woman in black was brought to the ground. A woman in a skirt ...,581,Normal_Videos_018_x264,"There are multiple people dressed in black walking side by side from right to left in the center of the screen In the lower left corner of the screen, a female cleaner in a brown suit removed the blue fence on the left The female cleaner dismantled a...",0.3122691512107849
161,Burglary041_x264,Burglary,"An African-American boy wearing a brown shirt, purple shorts, and a white scarf on his head came to the counter.  and climbed over the glass barrier above the counter to enter the desk inside. The man held an awl in his left hand and opened the leftm...",468,Shoplifting021_x264,"In a store, a male boss took an earring from a box and showed it to a woman The man puts on the earrings for the woman  The woman was satisfied and exposed the ear with the earring for the man to see. The woman then looked at the mirror aside, The wo...",0.31187203526496887
211,Fighting021_x264,Fighting,A car was parked on the roadside and then a car came. A gray car drove to the middle of the road and stopped There is also a gray car coming from the opposite direction and stopped below. The gray car reversed and stopped A man in gray clothes walked...,481,Stealing003_x264,"A man in black walked into a parking lot with many cars parked, and then walked behind a black car. Another man lingers at the silver vehicle at the entrance to the parking lot The man in black walked to the black car, opened the door, sat in, and th...",0.3110779821872711
383,Robbery049_x264,Robbery,Three men walked in A woman pulled out a weapon while checking out A man jumped into the counter and took away the cash Two men stood outside and the man inside jumped out...,468,Shoplifting021_x264,"In a store, a male boss took an earring from a box and showed it to a woman The man puts on the earrings for the woman  The woman was satisfied and exposed the ear with the earring for the man to see. The woman then looked at the mirror aside, The wo...",0.3109729588031769
157,Burglary037_x264,Burglary,"An African-American man wearing a white coat entered the room and jumped behind the bar. Another African-American man wearing a white shirt entered the room, stood in front of the bar and urged the man inside. The man inside took out five bottles of ...",555,Vandalism010_x264,"A bearded cashier wearing a black shirt took out a package of goods, scanned the barcode and handed it to a bald man wearing sunglasses and a blue shirt. The bald man in a blue shirt Putting cigarette in jacket breast pocket while cashier gives chang...",0.30853503942489624
442,Shooting025_x264,Shooting,A woman points a gun at a man The woman killed the man...,78,Arson001_x264,The door of a white car parked in front of the house opened A woman got off the car from the back door and walked to the door of the house next to her. The woman smashed the door of the house with an ax and then went back into the car and closed the ...,0.30802738666534424
137,Burglary017_x264,Burglary,A man walked into the room and jumped on the counter. The man sat on the counter and reached out to open the small cabinet inside the counter The man sat on the counter and reached out to close the drawer The man came down from the counter The man to...,992,Normal_Videos342_x264,"A man is reading a book in an office, and a man puts two bags of items on the table in front of him The man pulled the yellow item out of a bag of items. The man reading looked at the standing man, and then the standing man gave the yellow item to th...",0.3053724765777588
387,Robbery053_x264,Robbery,A man holding a white box encountered a gunman. The gangster threatened the man and handed him the bag. Then he pointed a gun at the man and left....,466,Shoplifting019_x264,"A man wearing two hats suddenly took away a box of things on the counter and ran out; a man with a white beard at the counter immediately went to grab it, but didn't get it. The man wearing two hats ran out; taking advantage of the chaos, the man wea...",0.3041766285896301
171,Burglary051_x264,Burglary, Three African-American men appeared in the room and quickly searched for target items everywhere. Two of them were wearing red and blue T-shirts. The man in a red T-shirt lifted the TV The man left the room. The man in a light-colored T-shirt moved ...,1074,Normal_Videos433_x264,"A man in a black shirt and brown pants walks from the left side of the screen to the right side A man in white in the lower left corner moved a wooden shelf In the video outside a container, there are men in black clothes walking, red clothes, green ...",0.3036758005619049
